result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
2301,22724168|97197601|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|97197601,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,22724168|97197601|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10351,1982,92,69,343,455,631,760,792,762,673,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2302,22724168|97496320|70764716|19138207|73754285|54667794,19138207|22724168|54667794|70764716|73754285|97496320,90477519|618096012|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,22724168|97496320|70764716|19138207|73754285|54667794,2431219077|2627334406|618096012|2918637613|90477519|1539411415|3695590648|3608342681,8,10746,1212,155,117,343,437,653,746,772,731,653,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2303,22724168|97496320|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|97496320,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,22724168|97496320|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10530,2076,93,70,346,452,638,796,837,782,704,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2304,3118604|22724168|70764716|19138207|73754285|15674090,3118604|15674090|19138207|22724168|70764716|73754285,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,3118604|22724168|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10351,818,164,115,360,530,476,879,920,873,789,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2305,22724168|92604507|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|92604507,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,22724168|92604507|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10661,816,172,115,355,495,467,846,861,884,753,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2306,97180878|22724168|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|97180878,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,97180878|22724168|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10499,782,166,119,339,507,458,828,857,824,744,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2307,98826390|22724168|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|98826390,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,98826390|22724168|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10687,844,172,118,353,507,488,855,884,849,775,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2308,77317269|12007359|70764716|46105657|73754285|19138207,12007359|19138207|46105657|70764716|73754285|77317269,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|12007359|70764716|46105657|73754285|19138207,2431219077|2627334406|618096012|2918637613|909908596|1539411415|3695590648|3608342681,8,11415,1013,167,131,388,593,542,974,1049,985,922,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2309,77317269|12007359|70764716|46105657|73754285|52757782,12007359|46105657|52757782|70764716|73754285|77317269,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|12007359|70764716|46105657|73754285|52757782,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10645,954,160,118,362,562,497,852,922,859,829,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2310,77317269|12007359|70764716|46105657|73754285|87875464,12007359|46105657|70764716|73754285|77317269|87875464,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|12007359|70764716|46105657|73754285|87875464,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,11164,1028,177,128,406,598,539,958,1072,985,926,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2311,77317269|12007359|70764716|46105657|73754285|20398156,12007359|20398156|46105657|70764716|73754285|77317269,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|12007359|70764716|46105657|73754285|20398156,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,11192,972,164,127,372,583,523,948,939,876,831,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2312,89730221|98478009|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|89730221|98478009,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,89730221|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10792,853,182,119,366,498,468,874,946,852,778,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2313,89730221|90692810|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|89730221|90692810,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,89730221|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10792,840,168,121,371,527,503,925,960,866,825,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2314,97197601|98478009|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|97197601|98478009,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,97197601|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10496,2071,99,72,355,459,636,788,817,788,697,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2315,97496320|98478009|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|97496320|98478009,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,97496320|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10675,2165,100,72,358,456,642,823,862,808,728,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2316,3118604|98478009|70764716|19138207|73754285|15674090,3118604|15674090|19138207|70764716|73754285|98478009,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,3118604|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10496,855,176,120,372,535,480,908,946,900,813,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2317,98478009|92604507|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|92604507|98478009,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,98478009|92604507|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10805,853,184,119,367,500,471,874,887,911,778,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2318,97180878|98478009|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|97180878|98478009,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,97180878|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10644,819,178,123,351,512,462,856,883,851,769,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2319,98826390|98478009|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|98478009|98826390,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,98826390|98478009|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10832,881,184,123,365,512,492,884,910,876,800,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2320,70764716|12007359|62167859|46105657|73754285|19138207,12007359|19138207|46105657|62167859|70764716|73754285,618096012|909908596|1539411415|2431219077|2918637613|3337786097|3608342681|3695590648,70764716|12007359|62167859|46105657|73754285|19138207,2431219077|618096012|2918637613|3337786097|909908596|1539411415|3695590648|3608342681,8,11295,948,110,77,553,500,523,1012,1089,1052,957,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2321,70764716|12007359|62167859|46105657|73754285|52757782,12007359|46105657|52757782|62167859|70764716|73754285,618096012|909908596|1539411415|2431219077|2918637613|3337786097|3608342681|3695590648,70764716|12007359|62167859|46105657|73754285|52757782,3337786097|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,10525,889,106,70,519,473,478,886,957,922,860,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2322,70764716|12007359|62167859|46105657|73754285|87875464,12007359|46105657|62167859|70764716|73754285|87875464,618096012|909908596|1539411415|2431219077|2918637613|3337786097|3608342681|3695590648,70764716|12007359|62167859|46105657|73754285|87875464,3337786097|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,11044,963,116,76,577,504,519,995,1112,1053,961,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2323,70764716|12007359|62167859|46105657|73754285|20398156,12007359|20398156|46105657|62167859|70764716|73754285,618096012|909908596|1539411415|2431219077|2918637613|3337786097|3608342681|3695590648,70764716|12007359|62167859|46105657|73754285|20398156,3337786097|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,11072,907,108,75,533,491,503,985,974,940,863,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2324,97197601|90692810|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|90692810|97197601,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,97197601|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10496,2041,91,73,360,484,682,836,831,801,742,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2325,97496320|90692810|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|90692810|97496320,90477519|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,97496320|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613|90477519,8,10675,2134,92,74,364,481,689,872,875,821,773,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2326,3118604|90692810|70764716|19138207|73754285|15674090,3118604|15674090|19138207|70764716|73754285|90692810,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,3118604|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10496,842,162,122,377,564,515,958,960,914,861,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2327,90692810|92604507|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|90692810|92604507,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,90692810|92604507|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10805,840,170,121,372,528,506,925,901,925,825,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2328,97180878|90692810|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|90692810|97180878,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,97180878|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10644,806,164,126,357,540,497,906,897,865,816,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2329,98826390|90692810|70764716|19138207|73754285|15674090,15674090|19138207|70764716|73754285|90692810|98826390,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,98826390|90692810|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10832,868,171,125,371,541,527,934,924,890,847,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2330,20000021|12007359|70764716|77317269|65584396|46105657,12007359|20000021|46105657|65584396|70764716|77317269,618096012|881523760|909908596|1539411415|2431219077|2918637613|3337786097|3608342681,20000021|12007359|70764716|77317269|65584396|46105657,2431219077|618096012|2918637613|881523760|3337786097|909908596|1539411415|3608342681,8,11377,1008,274,83,530,469,526,824,881,870,804,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
